LABEL,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,DIRECTIONAL_CHANGE_RATE,SPEED,DISPLACEMENT,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,MANUAL_EDGE_COLOR
Label,Track ID,Source spot ID,Target spot ID,Edge cost,Directional change rate,Speed,Displacement,Edge time,Edge X,Edge Y,Edge Z,Manual edge color
Label,Track ID,Source ID,Target ID,Cost,? rate,Speed,Disp.,Edge T,Edge X,Edge Y,Edge Z,Edge color
,,,,(cost),(rad/frame),( /frame),( ),(frame),( ),( ),( ),
ID1169043 ? ID1169302,27,1169043,1169302,0.10403767540823228,1.197973755309941,0.7483774848855298,0.7483774848855298,29.5,417.33244105677124,406.375107249773,0.0,
ID1165946 ? ID1166105,27,1165946,1166105,0.10317396382964927,2.0190143630205872,0.037381517018042924,0.037381517018042924,10.5,417.1502475938066,410.346633820218,0.0,
ID1168015 ? ID1167969,27,1168015,1167969,0.076077465577154,0.08044556818741165,0.10140812169247984,0.10140812169247984,23.5,416.0320839671898,408.99682625834845,0.0,
ID1172528 ? ID1173086,27,1172528,1173086,0.0776488929739454,2.2454115118306825,0.43908052936518405,0.43908052936518405,49.5,420.6402595907779,405.648505168175,0.0,
ID1175217 ? ID1175144,27,1175217,1175144,0.13100523821412702,0.9450688601122942,0.7416554520961216,0.7416554520961216,57.5,429.3469915068948,393.7223303632421,0.0,
ID1173154 ? ID1173425,27,1173154,1173425,0.1280050745321777,0.46776676953589647,0.8935271631332463,0.8935271631332463,51.5,424.63475499092556,396.55951420697335,0.0,
ID1170554 ? ID1170490,27,1170554,1170490,0.12420785804820589,2.847245942565084,0.3086981181495261,0.3086981181495261,36.5,417.67477146347983,405.4641926171112,0.0,
ID1168347 ? ID1168015,27,1168347,1168015,0.09255533199202048,0.9877087825381333,0.6078863080073794,0.6078863080073794,22.5,415.99173247061265,409.3490289335083,0.0,
ID1175144 ? ID1175259,27,1175144,1175259,0.1619935691318879,1.1748773084152995,1.1459479147792953,1.1459479147792953,58.5,430.1289134159645,393.85758876654177,0.0,
ID1174181 ? ID1174493,27,1174181,1174493,0.08673469387755106,1.0430407065507004,0.6662682816493537,0.6662682816493537,55.5,419.4058760501413,416.3187593635622,0.0,
ID1174493 ? ID1175287,27,1174493,1175287,0.08938089380902925,0.020750492201532484,0.42706907090499785,0.42706907090499785,56.5,419.26845461748843,416.8478447657192,0.0,
ID1170075 ? ID1171144,27,1170075,1171144,0.1048720066060651,0.4812382207343109,0.41612307259594816,0.41612307259594816,39.5,417.74752116227,406.10440708869766,0.0,
ID1170490 ? ID1170313,27,1170490,1170313,0.1001229834333921,3.0697300738488043,0.8984140781980706,0.8984140781980706,37.5,417.5927355729764,405.7480398423352,0.0,
ID1169024 ? ID1169430,27,1169024,1169430,0.11213517665113693,0.09438260430402454,0.6169562296269159,0.6169562296269159,31.5,417.691550965778,404.6785638610636,0.0,
ID1168542 ? ID1168694,27,1168542,1168694,0.06572490706316358,1.2990710143991944,0.28406858797335105,0.28406858797335105,27.5,416.5239710830794,407.43715563272787,0.0,
ID1166400 ? ID1166724,27,1166400,1166724,0.05994512555134146,0.7343396657139976,0.29192687408782236,0.29192687408782236,13.5,416.69101164214555,410.287830050519,0.0,
ID1171144 ? ID1170845,27,1171144,1170845,0.09041900795797242,0.9229098387864496,0.49050104373291964,0.49050104373291964,40.5,418.1171512016941,406.2729334771325,0.0,
ID1165680 ? ID1165681,27,1165680,1165681,0.06337902795074302,0.029067160641122736,0.14813905117840348,0.14813905117840348,2.5,418.8821449402158,410.0650534213527,0.0,
ID1172784 ? ID1172528,27,1172784,1172528,0.07527164072465775,0.24072396135816435,0.30317491954482306,0.30317491954482306,48.5,420.46826303135094,405.6531164918257,0.0,
ID1175320 ? ID1175311,27,1175320,1175311,0.08439798683701127,0.44359048535508877,0.33889924824700685,0.33889924824700685,59.5,418.82493956205803,418.72166606533744,0.0,
ID1166724 ? ID1166959,27,1166724,1166959,0.1260501433137764,1.2522057843231666,0.16171503162335876,0.16171503162335876,14.5,416.51752131994385,410.21615046054046,0.0,
ID1173086 ? ID1173186,27,1173086,1173186,0.5478948577429144,2.6855418883287436,10.477237536129076,10.477237536129076,50.5,419.10206351774195,410.4506070674515,0.0,
ID1168650 ? ID1168542,27,1168650,1168542,0.06387530562342592,0.44617843194286816,0.5464533766430705,0.5464533766430705,26.5,416.32533843487226,407.71320464158634,0.0,
ID1171231 ? ID1171622,27,1171231,1171622,0.06904415523138341,0.2707353221054393,0.6000414147673153,0.6000414147673153,42.5,418.6822434184666,405.74457953318506,0.0,
ID1169549 ? ID1169770,27,1169549,1169770,0.0729049229612927,0.972768945085449,0.428021928228814,0.428021928228814,33.5,417.6147473611527,404.9594312471652,0.0,
ID1172321 ? ID1171849,27,1172321,1171849,0.12455077697940264,1.1221828252974937,1.098742400575057,1.098742400575057,45.5,419.7008692750574,405.58464414147505,0.0,
ID1167560 ? ID1167723,27,1167560,1167723,0.0781421431183782,1.412600460943053,0.18107285193167486,0.18107285193167486,20.5,415.96243963977014,409.71611316335895,0.0,
